number,TeacherID,speaker,utterance,ut,rc,RP_best_dim_1,RP_best_dim_2,conversation_id,KMeans_Cluster,EM_Cluster
369,3026,T,Thank you. We’re doing meters. ,Fs,SK,2.797393441,-0.18091998,197,4,10
370,3026,S,Miles per second. ,Rs,SK,-1.364476847,8.259194595,198,5,14
371,3026,T,"We just set up what unit for distance, guys? ",Q,SK,-8.389998921,-3.871354116,199,7,13
372,3026,S,Meters. ,Rs,SK,-0.316827442,-0.78116347,200,2,26
373,3026,T,"Meters, so we’re going meters per second. ",Fs,SK,-0.394037299,-1.26985481,201,2,4
374,3026,T,"So you see on the X axis we have our time in seconds, ",E,OD,-0.915288294,1.882202765,201,2,4
375,3026,T,and on our Y what do we have? ,Q,OD,-0.188144341,0.033322097,201,2,4
376,3026,S,Distance. ,Rs,OD,-5.109257102,-2.309483636,202,7,6
377,3026,T,We have our distance in meters. ,Fs,OD,-3.554674917,-2.07153877,203,2,16
378,3026,T,"So Jason, what he’s going to do is he has to look at the graph",E,OD,3.393237955,-2.678110031,203,2,16
379,3026,T,"and he has to figure out where to start,",E,OD,2.624681783,1.95647605,203,2,16
380,3026,T,and he’s going to walk in front of the motion detector ,E,OD,4.155500173,-2.029668426,203,2,16
381,3026,T,and it’s going to record where he’s walking.,E,OD,-5.833830493,4.070450337,203,2,16
382,3026,T,It’s going to record where he’s walking. ,E,OD,-5.833830493,4.070450337,203,2,16
383,3026,T,So he’s going to try to match the graph on the screen. ,E,OD,-1.212204593,-2.919893005,203,2,16
384,3026,T,"I’m just going to give you a clue, ",E,OD,2.645962473,-0.315811787,203,2,16
385,3026,T,so you need to study it so you know where to start. ,E,OD,2.714835497,7.270034288,203,2,16
386,3026,T,"So look at, look at where the graph starts. ",E,OD,-1.78607401,-2.038278363,203,2,16
387,3026,T,"How many meters should he be from this motion detector, Lavelle? ",Q,OD,6.951431868,-3.532527597,203,2,16
388,3026,S,One. Four. ,Rs,OD,-0.188144341,0.033322097,204,2,17
389,3026,T,"Ok, here’s some good graphs.",E,OD,6.505208346,-3.309661987,205,2,2
390,3026,T,Who’s this right here?  Let me get it going. ,P,OD,1.15178397,0.339376694,205,2,2
391,3026,T,Let me get these graphs up. ,P,OD,-3.790961482,1.50425335,205,2,2
392,3026,T,Look at number one. ,P,OD,1.840476283,-7.552065611,205,2,2
393,3026,T,Describe how you had to match your graph to each segment of the graph. ,P,OD,-1.447978229,-1.559981631,205,2,2
394,3026,T,"So if your graph was going at a slope that was a steep slope, what did you have to do? ",Q,OD,1.30303955,-0.107402276,205,2,2
395,3026,T,If it was a straight line what did you have to do? ,Q,OD,-3.2631369,-2.910009788,205,2,2
396,3026,S,Oh.,Ry,,-1.970098092,1.161020038,206,3,1
397,3026,T,"This person did a really good job, I think.",Fs,,-3.242922199,1.966518559,207,3,27
398,3026,S,That was mine. ,Rs,,-0.188144341,0.033322097,208,2,17
399,3026,T,"Oh, it was? ",Fq,,-1.970098092,1.161020038,209,3,1
400,3026,S,Uh unh. It can’t be.,Rs,,2.62468178,1.956476041,210,0,25
401,3026,T,"So this one did pretty good, too. ",Fs,,2.950079286,-1.398721774,211,4,5
402,3026,S,That’s mine. That one in the corner is messed up; that’s mines. ,Rs,,-6.412491518,1.553338063,212,3,20
403,3026,T,Mines or just mine? ,Fs,,-3.025956572,-1.288903342,213,1,12
404,3026,S,Mines ain’t a word. ,Rs,,-7.569813497,-3.480886512,214,7,13
405,3026,T,It’s not a word. ,Fs,,-0.802580503,-1.738606965,215,1,2
406,3026,S,There it goes. Mines ain’t no word. ,Rs,,-8.061924775,-3.715167086,216,7,6
407,3026,S,Mine is a word that you can barely see. ,Rs,,-1.007392551,-2.329249987,216,7,6
408,3026,S,Mines is mines. That’s mine right there. ,Rs,,-4.054447316,-1.588300911,216,7,6
409,3026,T,"Look at this one. Describe to me on your particular graph, on number one,",P,OD,0.39911109,-5.314562393,217,1,15
410,3026,T,"what did you have to do in order to match the segment of the graph,  ",Q,OD,-1.212204601,-2.919893007,217,1,15
411,3026,T,ok? So for this graph what did he have to do to make it a straight line? ,Q,OD,-2.471942497,-3.167378202,217,1,15
412,3026,S,Be still? ,Rs,OD,-0.188144341,0.033322097,218,2,17
413,3026,T,"He had to be still, right? ",Fy,OD,1.921475255,1.475687561,219,0,28
414,3026,T,So that’s what you should be describing to me.,P,OD,1.626218068,4.556267238,219,0,28
415,3026,T,What did you have to do to make the line go down? ,Q,OD,-1.109798575,-2.624571495,219,0,28
416,3026,S,Move closer. ,Rs,OD,-0.802580492,-1.73860696,220,1,2
417,3026,T,"You had to move closer to the wall, right? ",Fs,OD,-1.109798568,-2.62457149,221,1,2
418,3026,T,"Ok, what did you have to do to make the line go up? ",Q,OD,-1.171242191,-2.801764401,221,1,2
419,3026,S,Move back. ,Rs,OD,-0.188144341,0.033322097,222,2,17
420,3026,T,"You had to go back,",Fs,OD,-0.188144341,0.033322097,223,4,21
421,3026,T,because you’re increasing your what? On the X axis? ,Fq,OD,5.761502375,-2.938219318,223,4,21
422,3026,S,"Um, um… ",Ry,,-1.007392549,-2.329249987,224,1,2
423,3026,T,Your distance. ,Fs,OD,-5.109257102,-2.309483636,225,1,24
424,3026,T,Ok? So is direction important on your graph? ,Q,OD,-1.746868928,1.013294703,225,1,24
425,3026,S,Yeah. ,Ry,OD,1.009787533,0.650915569,226,2,28
426,3026,T,"Yes, that’s where your velocity comes in",Fs,OD,-6.412491517,1.553338065,227,1,24
427,3026,T,your direction and your speed. ,E,OD,-0.623296178,-0.105782774,227,1,24
428,3026,T,"Now, how fast…. Does your speed effect the graph? ",Q,PD,0.994716137,-2.550397982,227,1,24
429,3026,T,The straightness of it? ,Q,PD,-1.186850386,-1.261428191,227,1,24
430,3026,S,Yes. ,Ry,PD,-5.109257114,-2.309483642,228,7,6
431,3026,T,How? How does speed come into play here? ,Fq,PD,0.062096355,6.663225464,229,5,8
432,3026,S,Because you’ve got to [inaudible] back. ,Rs,PD,-0.381168994,-1.188406257,230,2,26
433,3026,T,You’re got to what?,Fq,PD,4.274090754,-2.195333949,231,4,0
434,3026,S,Move back. ,Rs,PD,-0.188144341,0.033322097,232,2,26
435,3026,S,Move as fast as you can then [inaudible]. ,Rs,PD,-0.359721808,-1.052658661,232,2,26
436,3026,T,If you went faster what happened to your line? ,Q,PD,-1.447978219,-1.559981627,233,2,17
437,3026,T,What happened to the line? You’re getting there.,Q,OD,2.533399267,6.817739779,233,2,17
438,3026,T,You said you had to hurry up and get there. ,P,OD,-0.805277191,1.519088361,233,2,17
439,3026,T,"Why did you have to hurry up, because what were you trying to do? ",Q,OD,-1.109798573,-2.624571493,233,2,17
440,3026,S,Match the line. ,Rs,OD,-1.007392548,-2.329249986,234,1,2
441,3026,T,Match that line. ,Fy,OD,-1.007392548,-2.329249986,235,1,2
442,3026,T,Ok? So why do you need to go fast for some lines and slower for some lines? ,Q,PD,-1.241463464,-3.00427058,235,1,2
443,3026,S,"Some, when you’re like that, you got to go up or down. ",Rs,PD,5.761502487,-2.938219306,236,4,23
444,3026,T,"Ok, so you’re talking about the slant of the line?",Fq,PD,-1.17124219,-2.801764402,237,1,2
445,3026,S,Yeah. ,Ry,PD,1.009787533,0.650915569,238,2,28
446,3026,T,"Ok, we call that slope. ",Fs,SK,-0.662647225,0.67356902,239,0,5
447,3026,T,Remember slope from math class? ,P,SK,3.187247017,2.341106837,239,0,5
448,3026,T,The slope of the line?,P,SK,2.465667004,-0.157115314,239,0,5
449,3026,T,"So how steep this line is, the slope of the line, that is your what? ",Q,SK,2.996429295,-0.195202784,239,0,5
450,3026,S,Speed? ,Rs,SK,3.084205537,-1.900132612,240,4,21
451,3026,T,That’s your speed. ,Fy,SK,3.084205537,-1.900132612,241,4,5
452,3026,T,"How steep this line is is dependent on how fast you are going, isn’t it? ",E,SK,3.223898842,-0.21152599,241,4,5
453,3026,T,"If you notice, if you ran real quickly it went steeper, but if you were slow it went up very slowly, right? ",E,PD,2.578156513,-10.31038842,241,4,5
454,3026,T," Remember, it’s measuring your distance over time. ",E,PD,2.942646174,-0.624693932,241,4,5
455,3026,T,"So if you’re going faster you’re going over more distance in less time and that’s why your graphs are going to steeper, ok? ",E,PD,5.946261735,-1.712598159,241,4,5
456,3026,T,"Alright, can someone tell me what we mean by constant speed? ",Q,SK,5.265772131,-3.189102423,241,4,5
457,3026,T,"George, put the money up unless you’re going to buy me more pencils. ",P,,-0.408743943,-1.362938876,241,4,5
458,3026,S,That’s all I got.,Rs,,4.274090754,-2.195333949,242,4,0
459,3026,T,"What is meant by constant speed. George, [inaudible]. ",Q,SK,2.998416807,-2.443122995,243,4,21
460,3026,S,The same speed? ,Rs,SK,3.084205537,-1.900132612,244,4,21
461,3026,T,"The speed stays the same, ok?",Fy,SK,-4.241313614,1.688119752,245,2,4
462,3026,T,"That means your not accelerating, you’re not decelerating, you’re not slowing down or speeding up. ",E,SK,1.808408781,1.062644553,245,2,4
463,3026,T,It’s staying constant; it’s staying the same. ,E,SK,-1.686203404,-1.908803335,245,2,4
464,3026,T,And when you do your time graphs in just a minute you’re going to realize what happened when you do not move or you stay the same. ,E,OD,7.744718116,-3.928733116,245,2,4
465,3026,T,What is the relationship between acceleration and velocity? Tell me what velocity is. ,Q,SK,-4.601744595,5.129528922,245,2,4
466,3026,S,Speed? ,Rs,SK,3.084205537,-1.900132612,246,4,21
467,3026,T,"It deals with speed, but what else? ",Fq,SK,2.697420174,1.139191312,247,0,5
468,3026,S,The direction. The direction of the motion. ,Rs,SK,-4.241313633,1.68811976,248,3,20
469,3026,T,The direction of motion.,Fy,SK,-3.790961482,1.50425335,249,2,17
470,3026,T,"So we’re adding speed which is our rate of distance over time and we’re giving it direction, meaning, what direction are we going to walk in? ",E,SK,2.076435107,1.853010418,249,2,17
471,3026,T,So if you look at that picture on page 134 it shows the path of someone walking around a park. ,E,OD,7.744718102,-3.92873311,249,2,17
472,3026,T,"Do me a favor – run up to Ms. C[inaudible]’s, Ms. [inaudible] and Ms. [inaudible]’s room and see if any of these kids are in there because I owe them a lunch pass, ok? If they’re there, give it to them; if not, [inaudible]. ",P,,-0.42942516,-1.493838342,249,2,17
473,3026,T,So velocity means – it’s depending on speed and direction. ,E,SK,0.528148005,-0.424657457,249,2,17
474,3026,T,"So if I’m walking a straight line, what could I do to change my velocity? ",Q,OD,-6.461128983,4.519020154,249,2,17
475,3026,S,Run. ,Rs,OD,-0.316827445,-0.78116347,250,2,26
476,3026,T,"I could go faster; I could start running, right?",Fs,OD,3.048094201,3.792964228,251,3,11
477,3026,T,"That’s one way of changing velocity. Or, what if I stay at the same speed; I’m walking and walking and walking and I turn over here.",E,OD,-6.962967752,4.877876003,251,3,11
478,3026,T,Will I change velocity? ,Q,OD,-5.20653206,3.62188055,251,3,11
479,3026,S,No. Yes. You change like motion. ,Rs,OD,-4.294933951,0.449437326,252,3,20
480,3026,T,When I turn I change what?,Q,OD,-5.20653206,3.621880551,253,3,9
481,3026,S,Velocity. Motion. Direction. ,Rs,OD,-4.241313686,1.688119838,254,3,20
482,3026,T,I change direction. ,Fs,OD,-4.498746774,2.563066951,255,3,11
483,3026,T,"I may be going the same speed, but I changed directions so I have changed my velocity.",E,OD,0.950537761,2.727399573,255,3,11
484,3026,T,So how is velocity related to acceleration? What’s the relationship between that? Those two things? ,Q,SK,-6.461128989,4.519020164,255,3,11
485,3026,S,"Velocity, wants to be in the direction of motion and acceleration is change in velocity? ",Rs,SK,-5.649961136,3.477378609,256,3,9
486,3026,T,Acceleration is what? Say it louder? ,Fq,SK,-2.198722839,0.564545952,257,3,1
487,3026,S,Acceleration is the speed – is the change in velocity? ,Rs,SK,-6.210209571,4.339592221,258,3,9
488,3026,T,"Acceleration is the change of velocity, ok?",Fy,SK,-6.210209585,4.339592217,259,3,11
489,3026,T,"So we know velocity means I must be in motion, I can change my speed, and I have to be moving in a particular direction, ok? ",E,SK,-4.269121466,1.358238237,259,3,11
490,3026,T,"And I’m moving right now, so do I have velocity? ",Q,OD,-1.246654756,2.657376598,259,3,11
491,3026,S,No. ,Ry,OD,-0.188144341,0.033322097,260,2,17
492,3026,T,"No. My speed is zero, but I’m not going in any direction right now, but once I move to a different direction I can change my velocity.",Fs,OD,-1.031731662,2.453328242,261,2,17
493,3026,T,"Ok, let’s answer one and two. Let’s look at a few of these graphs. ",P,OD,-4.820337817,1.924519425,261,2,17
494,3026,T,"Tell me, and this is just your first try. ",P,,1.010784726,1.717626875,261,2,17
495,3026,T,"This was just your first try, so let’s look at this one. ",P,,-2.116436337,0.454146621,261,2,17
496,3026,T,"This one turned out pretty good, ok? ",P,,5.689422598,-1.853156919,261,2,17
497,3026,T,So what did this person have to do to match this graph? ,Q,OD,-1.17124219,-2.801764402,261,2,17
498,3026,S,[inaudible]. Walk a lot.,Rs,OD,0.492712158,-0.776799067,262,2,16
499,3026,T,Hold on. You’ve got to tell me where he had to start; ,P,OD,2.835793005,7.57156398,263,3,19
500,3026,T,you’ve got to be specific in your description.,P,OD,-3.039270282,1.837638762,263,3,19
501,3026,T,You have to start how far away from the wall? ,P,OD,-4.616583462,-3.258465714,263,3,19
502,3026,S,One? ,Rs,OD,-0.188144341,0.033322097,264,2,17
503,3026,T,He had to start one foot away ,Fs,OD,-7.569813498,-3.480886511,265,7,6
504,3026,T,and then which way did he have to walk? ,Q,OD,-0.974918835,1.089606009,265,7,6
505,3026,S,Backwards. ,Rs,OD,-3.95193512,2.72474093,266,3,11
506,3026,T,He had to go back. ,Fs,OD,-0.188144341,0.033322097,267,2,4
507,3026,T,How many meters back did he have to go? ,Q,OD,-1.461902243,0.242130342,267,2,4
508,3026,S,Three. One. ,Rs,OD,-0.188144341,0.033322097,268,2,17
509,3026,T,One.,Fy,,-0.188144341,0.033322097,269,1,12
510,3026,T,See how that ended up one extra meter?,Q,OD,-2.608154659,-3.627711869,269,1,12
511,3026,S,Yeah. ,Rs,OD,1.009787533,0.650915569,270,2,28
512,3026,T,How long did he have to walk back to that other meter? ,Q,OD,-1.600743893,3.195737666,271,3,19
513,3026,S,Three.,Rs,OD,-0.188144341,0.033322097,272,2,17
514,3026,T,How long did it [inaudible]? ,Q,OD,-2.034439645,0.753777251,273,3,1
515,3026,S,Three? ,Rs,OD,-0.188144341,0.033322097,274,2,17
516,3026,T,"Ok, ",Fy,OD,-2.89025719,1.136520531,275,3,27
517,3026,T,so he had to walk back for how many seconds? Count. How many seconds? How many seconds did he have to walk backwards for?,Q,OD,-3.356062125,2.038118433,275,3,27
518,3026,S,Three. ,Rs,OD,-0.188144341,0.033322097,276,2,17
519,3026,T,"Three, right? ",Fy,OD,1.921475255,1.475687561,277,1,26
520,3026,T,So he had to judge it. How did we get that straight line? ,Q,PD,-4.616583497,-3.258465707,277,1,26
521,3026,S,Just stay there. ,Rs,PD,-1.898716946,2.239330301,278,3,19
522,3026,T,"He stopped, right? ",Fy,PD,2.62468178,1.956476052,279,4,5
523,3026,T,And what was our speed at that point?,Q,PD,4.17498882,-2.544617513,279,4,5
524,3026,S,Zero. ,Rs,PD,1.976029044,0.862724015,280,0,5
525,3026,T,"Zero; you weren’t moving, were you? ",Fs,PD,3.058115733,1.277424975,281,2,19
526,3026,T,"Then, what did we do here? How long did he have to stand there and do nothing? ",Q,OD,-3.039270345,1.837638802,281,2,19
527,3026,S,Like four seconds. ,Rs,OD,-2.564082655,1.536919337,282,3,27
528,3026,T,"Yeah, about one, two, three, four seconds, ",Fs,OD,-0.57749226,1.196849704,283,3,1
529,3026,T,and after four seconds what did he have to do? ,Q,OD,-2.564082678,1.536919348,283,3,1
530,3026,S,Walk back. ,Rs,OD,-1.970098094,1.161020036,284,3,1
531,3026,T,"Walk forward again, right? Ok.",Fs,OD,-0.856042838,0.025547231,285,3,24
532,3026,T,"now at that point, at what two points did the velocity change on this? Remember what – for velocity to change are what two thing? ",Q,PD,-3.81361313,0.414528111,285,3,24
533,3026,S,Velocity. ,Rs,PD,-3.95193513,2.724740937,286,3,11
534,3026,T,What two things make up velocity? ,Q,SK,-5.833830521,4.070450353,287,3,9
535,3026,S,Speed. ,Rs,SK,3.084205537,-1.900132612,288,4,21
536,3026,T,Speed or… ,Fq,SK,3.084205537,-1.900132612,289,4,21
537,3026,S,Direction. ,Rs,SK,-2.890257203,1.13652054,290,3,27
538,3026,T,Direction. ,Fy,SK,-2.890257203,1.13652054,291,3,24
539,3026,T,So can you tell me the two places on this graph where he changed velocity? ,Q,PD,-2.492602843,-0.397291385,291,3,24
540,3026,S,In the middle. ,Rs,PD,-0.802580497,-1.738606966,292,1,2
541,3026,T,One – we’re almost done – two… ,Fs,PD,-0.188144341,0.033322097,293,2,17
542,3026,S,Where it changed? ,Rq,PD,-1.070393721,6.202726471,294,5,8
543,3026,T,Show me where he changed velocity. Show me.,P,PD,-3.285504454,5.940537572,295,3,20
544,3026,T,At what specific point did he either change speed or change direction. ,Q,PD,-3.306563406,2.006793489,295,3,20
545,3026,T,"One, two – Gene, you need to sit in the back, please.",P,,-7.569813491,-3.480886505,295,3,20
546,3026,S,Alright. ,Ry,,-1.970098078,1.161020032,296,3,1
547,3026,T,"…three, four. Johnny, come help him out. ",P,,-2.86107497,1.724869008,297,3,27
548,3026,T,"Where did he either change speed or change direction? Hold on, what specific point? ",Q,PD,-3.356062122,2.038118432,297,3,27
549,3026,S,[inaudible] ,,,-0.316827444,-0.781163471,298,2,26
550,3026,T,"You all listening? One, two, three… Alright. ",P,,-2.564082678,1.536919344,299,2,26
551,3026,T,"You see right here? What happens at this point? Right here at this point, what happened? What did he do? ",Q,OD,1.274928027,-3.295917259,299,2,26
552,3026,S,He stopped. ,Rs,OD,-2.890257201,1.13652054,300,3,27
553,3026,T,He stopped. ,Fy,OD,-2.890257201,1.13652054,301,3,27
554,3026,T,Did he change his speed? ,Q,PD,-2.861074942,1.724868989,301,3,27
555,3026,S,"No. If he stops he changes speed, yes. Oh, yeah. Yeah.",Rs,PD,1.359402606,2.665262512,302,0,22
556,3026,T,"Ok, what about right here? What did he change?",Q,OD,-2.67067488,-0.676729102,303,2,24
557,3026,T,"Guys, I’m not talking over you. ",P,,-1.00739255,-2.329249982,303,2,24
558,3026,T,What did he change right here? Raise your hands. ,Q,PD,-0.573514294,1.280451229,303,2,24
559,3026,S,He walked forward. ,Rs,PD,-1.5197524,-1.69301162,304,1,12
560,3026,T,"He walked forward, ",Fy,OD,-1.5197524,-1.69301162,305,2,17
561,3026,T,so what did he change when he started to walk forward? ,Q,PD,-0.643192422,1.065801337,305,2,17
562,3026,S,Velocity.,Rs,PD,-3.95193513,2.724740937,306,3,11
563,3026,T,"Why, because he changed what about velocity? ",Fq,PD,-3.285504454,5.940537572,307,5,8
564,3026,S,Direction.,Rs,PD,-2.890257203,1.13652054,308,3,27
565,3026,T,"Direction, thank you. ",Fy,PD,-0.662647236,0.673569027,309,2,17
